الملف (قبل النقل)	السطر	قبل	بعد	السبب	المرات
المجلد-الثامن/الباب-الثامن/ف02-أ-إظهار-العلم-ومخاطبة-الكبير.md	24	ول من النموذج السداسي: مَن يتكلم؟ (انظر 	ول من النموذج السداسي: مَن يتكلم؟ (انظر المجلد الأول، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-الثامن/الباب-الثامن/ف03-أ-المدخل-وحوار-اللقاء-الأول.md	49	بل أن يسأل نفسه «من أنا هنا بعد؟» (انظر 	بل أن يسأل نفسه «من أنا هنا بعد؟» (انظر المجلد الأول، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-الثامن/الباب-التاسع/ف01-أ-المدخل-وبناء-الخطبة.md	215	والعلاج في تدريبات الحاء في الباب الثاني	والعلاج في تدريبات الحاء في الباب الثاني (المجلد الثاني)	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-الثامن/الباب-التاسع/ف01-ب-العبارة-والصوت-والنموذج.md	232	"على المنبر

للمنبر في عناصر الصوت (انظر "	"على المنبر

للمنبر في عناصر الصوت (انظر المجلد الثاني، "	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-الثامن/الباب-التاسع/ف01-ب-العبارة-والصوت-والنموذج.md	152	رفت في الباب الرابع آداب الاقتباس (انظر 	رفت في الباب الرابع آداب الاقتباس (انظر المجلد الرابع، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-الثامن/الباب-التاسع/ف01-ب-العبارة-والصوت-والنموذج.md	88	"ور مختلط

للعربية الخطابية علامات (انظر "	"ور مختلط

للعربية الخطابية علامات (انظر المجلد الخامس، "	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-الثامن/الباب-التاسع/ف04-أ-المدخل-والدرس-الأول.md	143	ا تجعل الافتتاح كله ثناءً وشكرًا. (انظر 	ا تجعل الافتتاح كله ثناءً وشكرًا. (انظر المجلد الرابع، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-الثامن/الباب-التاسع/ف04-ب-الدرس-الثاني.md	173	ثال» مفصّل في الباب السابع، الفصل الثاني	ثال» مفصّل في الباب السابع، الفصل الثاني (المجلد السابع)	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-التاسع/الباب-العاشر/ف01-أ-بناء-الجواب.md	343	 اللجنة كلهم، لا على من سألك وحده (انظر 	 اللجنة كلهم، لا على من سألك وحده (انظر المجلد السادس، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-التاسع/الباب-العاشر/ف01-أ-بناء-الجواب.md	81	. وقد تعلمت أن تبدأ جوابك بخلاصته (انظر 	. وقد تعلمت أن تبدأ جوابك بخلاصته (انظر المجلد السابع، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-التاسع/الباب-العاشر/ف01-ب-الأسئلة-والمحاكاة.md	684	ما لا يملك | مخاطبة الكبير الغاضب (انظر 	ما لا يملك | مخاطبة الكبير الغاضب (انظر المجلد الخامس، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-التاسع/الباب-العاشر/ف01-ب-الأسئلة-والمحاكاة.md	243	ب العربية لتختبر تغيير السجل نفسه (انظر 	ب العربية لتختبر تغيير السجل نفسه (انظر المجلد الخامس، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-التاسع/الباب-العاشر/ف03-أ-إدارة-الاجتماع.md	140	تتاح العامة وأنواعه في باب البيان (انظر 	تتاح العامة وأنواعه في باب البيان (انظر المجلد الرابع، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-التاسع/الباب-العاشر/ف03-ب-إدارة-الاجتماع.md	309	اع الخواتيم وبنيتها في باب البيان (انظر 	اع الخواتيم وبنيتها في باب البيان (انظر المجلد الرابع، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-التاسع/الباب-العاشر/ف04-أ-المدير-وموظفوه.md	80	بة من هو دونك منزلة في باب المقام (انظر 	بة من هو دونك منزلة في باب المقام (انظر المجلد الخامس، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الحادي-عشر/ف01-أ-المدخل-والدرس-الأول.md	323	اب الثاني الوقف والابتداء والتنفس (انظر 	اب الثاني الوقف والابتداء والتنفس (انظر المجلد الثاني، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الحادي-عشر/ف01-أ-المدخل-والدرس-الأول.md	303	ل على عادة صوتية تُعالَج بالتدريب (انظر 	ل على عادة صوتية تُعالَج بالتدريب (انظر المجلد الثاني، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الحادي-عشر/ف01-أ-المدخل-والدرس-الأول.md	274	 الباب الثاني هذه الأصوات تفصيلًا (انظر 	 الباب الثاني هذه الأصوات تفصيلًا (انظر المجلد الثاني، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الحادي-عشر/ف02-أ-المدخل-والدرس-الأول.md	173	ب التاسع الكلمة في الحفل والمؤتمر (انظر 	ب التاسع الكلمة في الحفل والمؤتمر (انظر المجلد الثامن، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الحادي-عشر/ف02-أ-المدخل-والدرس-الأول.md	173	الج الباب الرابع الافتتاح وأنواعه (انظر 	الج الباب الرابع الافتتاح وأنواعه (انظر المجلد الرابع، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	208	الثواني العشر»، الباب الأول، الفصل الأول	الثواني العشر»، الباب الأول، الفصل الأول، المجلد الأول	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الثالث-عشر/00-فاتحة-الباب-الثالث-عشر.md	9	 من الباب السادس، وحوارك من الباب السابع	 من الباب السادس، وحوارك من الباب السابع (المجلد السابع)	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الثالث-عشر/00-فاتحة-الباب-الثالث-عشر.md	9	م من الباب الخامس، وأدبك من الباب السادس	م من الباب الخامس، وأدبك من الباب السادس (المجلد السادس)	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الثالث-عشر/00-فاتحة-الباب-الثالث-عشر.md	9	ب الرابع، وقراءتك للمقام من الباب الخامس	ب الرابع، وقراءتك للمقام من الباب الخامس (المجلد الخامس)	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الثالث-عشر/00-فاتحة-الباب-الثالث-عشر.md	9	 الثالث، وبناءك وافتتاحك من الباب الرابع	 الثالث، وبناءك وافتتاحك من الباب الرابع (المجلد الرابع)	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الثالث-عشر/00-فاتحة-الباب-الثالث-عشر.md	9	 الثاني، وجملتك الطبيعية من الباب الثالث	 الثاني، وجملتك الطبيعية من الباب الثالث (المجلد الثالث)	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الثالث-عشر/00-فاتحة-الباب-الثالث-عشر.md	9	المحكّ في وقت واحد: نطقك من الباب الثاني	المحكّ في وقت واحد: نطقك من الباب الثاني (المجلد الثاني)	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الثالث-عشر/ف01-ب-سلم-الارتجال-والحوار-الممتد.md	29	رفية لا يقل خطورة عن الخطأ اللغوي (انظر 	رفية لا يقل خطورة عن الخطأ اللغوي (انظر المجلد الأول، 	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الثالث-عشر/ف02-أ-المدخل-والمحاكاة-الأولى.md	25	ابع، والمحاضرة ما تعلمته في الباب التاسع	ابع، والمحاضرة ما تعلمته في الباب التاسع (المجلد الثامن)	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
المجلد-العاشر/الباب-الثالث-عشر/ف02-أ-المدخل-والمحاكاة-الأولى.md	25	مداخلة والحوار ما تعلمته في الباب السابع	مداخلة والحوار ما تعلمته في الباب السابع (المجلد السابع)	الإحالة إلى مجلدٍ آخر يُذكر فيها المجلد (الدليل ١١١ §٢)	1
